created_at,field1,field2,field3
01-01-2023 05:46,47,65,81
01-01-2023 05:47,63,78,18
01-01-2023 05:48,49,22,22
01-01-2023 05:49,52,57,27
01-01-2023 05:50,20,42,47
01-01-2023 05:51,52,16,41
01-01-2023 05:52,44,21,37
01-01-2023 05:53,23,51,80
01-01-2023 05:54,63,71,56
01-01-2023 05:55,56,13,15
01-01-2023 05:56,31,44,29
01-01-2023 05:57,42,46,56
01-01-2023 05:58,57,39,70
01-01-2023 05:59,59,24,78
01-01-2023 06:00,57,79,26
01-01-2023 06:01,45,62,34
01-01-2023 06:02,27,16,40
01-01-2023 06:03,43,67,19
01-01-2023 06:04,35,27,43
01-01-2023 06:05,46,66,40
01-01-2023 06:06,61,11,35
01-01-2023 06:07,50,37,38
01-01-2023 06:08,55,78,88
01-01-2023 06:09,30,72,17
01-01-2023 06:10,26,15,89
01-01-2023 06:11,31,44,76
01-01-2023 06:12,57,64,25
01-01-2023 06:13,37,65,72
01-01-2023 06:14,28,19,27
01-01-2023 06:15,61,18,75
01-01-2023 06:16,44,17,65
01-01-2023 06:17,46,62,71
01-01-2023 06:18,59,43,70
01-01-2023 06:19,43,53,59
01-01-2023 06:20,57,73,49
01-01-2023 06:21,20,58,42
01-01-2023 06:22,43,15,65
01-01-2023 06:23,57,33,87
01-01-2023 06:24,32,27,65
01-01-2023 06:25,23,22,84
01-01-2023 06:26,33,35,21
01-01-2023 06:27,39,22,66
01-01-2023 06:28,63,38,26
01-01-2023 06:29,20,77,21
01-01-2023 06:30,51,23,66
01-01-2023 06:31,66,79,73
01-01-2023 06:32,43,40,86
01-01-2023 06:33,50,21,49
01-01-2023 06:34,62,72,59
01-01-2023 06:35,44,37,54
01-01-2023 06:36,22,77,85
01-01-2023 06:37,38,22,66
01-01-2023 06:38,23,31,67
01-01-2023 06:39,28,45,69
01-01-2023 06:40,32,76,58
01-01-2023 06:41,52,16,18
01-01-2023 06:42,37,29,51
01-01-2023 06:43,31,18,53
01-01-2023 06:44,49,49,26
01-01-2023 06:45,32,59,30
01-01-2023 06:46,63,22,17
01-01-2023 06:47,38,33,33
01-01-2023 06:48,61,43,53
01-01-2023 06:49,39,10,34
01-01-2023 06:50,37,76,27
01-01-2023 06:51,43,25,36
01-01-2023 06:52,40,69,86
01-01-2023 06:53,25,33,50
01-01-2023 06:54,59,19,75
01-01-2023 06:55,66,24,77
01-01-2023 06:56,35,65,59
01-01-2023 06:57,21,26,17
01-01-2023 06:58,46,73,39
01-01-2023 06:59,26,35,21
01-01-2023 07:00,68,72,31
01-01-2023 07:01,61,35,72
01-01-2023 07:02,30,49,82
01-01-2023 07:03,54,43,54
01-01-2023 07:04,51,22,83
01-01-2023 07:05,29,27,84
01-01-2023 07:06,57,16,63
01-01-2023 07:07,66,43,72
01-01-2023 07:08,66,21,31
01-01-2023 07:09,49,73,33
01-01-2023 07:10,31,19,82
01-01-2023 07:11,31,40,71
01-01-2023 07:12,31,14,20
01-01-2023 07:13,43,27,84
01-01-2023 07:14,58,15,32
01-01-2023 07:15,40,42,66
01-01-2023 07:16,31,35,34
01-01-2023 07:17,69,62,26
01-01-2023 07:18,46,30,17
01-01-2023 07:19,53,32,75
01-01-2023 07:20,60,58,36
01-01-2023 07:21,49,64,77
01-01-2023 07:22,55,79,62
01-01-2023 07:23,39,67,15
01-01-2023 07:24,62,15,18
01-01-2023 07:25,38,75,21
01-01-2023 07:26,32,50,72
01-01-2023 07:27,43,65,22
01-01-2023 07:28,41,35,19
01-01-2023 07:29,29,42,65
01-01-2023 07:30,46,67,29
01-01-2023 07:31,26,35,22
01-01-2023 07:32,29,36,37
01-01-2023 07:33,69,78,56
01-01-2023 07:34,57,72,84
01-01-2023 07:35,45,70,44
01-01-2023 07:36,44,36,28
01-01-2023 07:37,42,23,46
01-01-2023 07:38,37,43,56
01-01-2023 07:39,33,42,72
01-01-2023 07:40,36,71,16
01-01-2023 07:41,56,55,78
01-01-2023 07:42,54,67,80
01-01-2023 07:43,27,58,47
01-01-2023 07:44,52,46,44
01-01-2023 07:45,46,36,38
01-01-2023 07:46,55,31,67
01-01-2023 07:47,55,22,79
01-01-2023 07:48,67,73,76
01-01-2023 07:49,47,23,36
01-01-2023 07:50,57,29,74
01-01-2023 07:51,26,48,30
01-01-2023 07:52,66,20,63
01-01-2023 07:53,65,22,36
01-01-2023 07:54,65,40,33
01-01-2023 07:55,32,31,39
01-01-2023 07:56,64,31,79
01-01-2023 07:57,63,62,37
01-01-2023 07:58,53,67,30
01-01-2023 07:59,24,64,85
01-01-2023 08:00,66,63,30
01-01-2023 08:01,31,32,66
01-01-2023 08:02,26,29,50
01-01-2023 08:03,48,70,89
01-01-2023 08:04,49,21,77
01-01-2023 08:05,51,73,79
01-01-2023 08:06,22,13,82
01-01-2023 08:07,43,44,89
01-01-2023 08:08,21,36,15
01-01-2023 08:09,63,26,75
01-01-2023 08:10,45,41,34
01-01-2023 08:11,36,74,18
01-01-2023 08:12,44,69,29
01-01-2023 08:13,24,38,31
01-01-2023 08:14,26,37,45
01-01-2023 08:15,30,57,33
01-01-2023 08:16,30,76,69
01-01-2023 08:17,25,72,15
01-01-2023 08:18,35,69,43
01-01-2023 08:19,58,54,21
01-01-2023 08:20,60,74,48
01-01-2023 08:21,61,75,55
01-01-2023 08:22,68,62,15
01-01-2023 08:23,25,67,18
01-01-2023 08:24,57,13,36
01-01-2023 08:25,49,47,79
01-01-2023 08:26,25,27,49
01-01-2023 08:27,37,17,16
01-01-2023 08:28,69,13,59
01-01-2023 08:29,62,33,62
01-01-2023 08:30,64,23,20
01-01-2023 08:31,63,57,50
01-01-2023 08:32,44,11,17
01-01-2023 08:33,59,67,72
01-01-2023 08:34,65,44,64
01-01-2023 08:35,35,75,60
01-01-2023 08:36,60,60,27
01-01-2023 08:37,29,38,59
01-01-2023 08:38,23,62,50
01-01-2023 08:39,68,50,35
01-01-2023 08:40,67,53,82
01-01-2023 08:41,53,72,82
01-01-2023 08:42,61,26,60
01-01-2023 08:43,40,21,84
01-01-2023 08:44,45,28,85
01-01-2023 08:45,31,53,84
01-01-2023 08:46,33,76,74
01-01-2023 08:47,25,56,44
01-01-2023 08:48,28,61,23
01-01-2023 08:49,25,18,24
01-01-2023 08:50,49,23,78
01-01-2023 08:51,35,28,67
01-01-2023 08:52,69,70,21
01-01-2023 08:53,55,41,69
01-01-2023 08:54,47,47,82
01-01-2023 08:55,20,73,28
01-01-2023 08:56,33,64,89
01-01-2023 08:57,62,57,88
01-01-2023 08:58,43,68,36
01-01-2023 08:59,45,66,16
01-01-2023 09:00,30,17,51
01-01-2023 09:01,44,46,63
01-01-2023 09:02,20,66,45
01-01-2023 09:03,39,10,87
01-01-2023 09:04,38,61,21
01-01-2023 09:05,37,39,26
01-01-2023 09:06,44,73,62
01-01-2023 09:07,31,75,87
01-01-2023 09:08,62,32,51
01-01-2023 09:09,41,58,79
01-01-2023 09:10,50,19,46
01-01-2023 09:11,36,16,80
01-01-2023 09:12,35,33,47
01-01-2023 09:13,48,61,52
01-01-2023 09:14,66,20,47
01-01-2023 09:15,61,69,62
01-01-2023 09:16,35,35,81
01-01-2023 09:17,49,59,74
01-01-2023 09:18,54,35,43
01-01-2023 09:19,45,55,45
01-01-2023 09:20,31,58,81
01-01-2023 09:21,39,30,89
01-01-2023 09:22,61,55,79
01-01-2023 09:23,35,73,38
01-01-2023 09:24,37,11,44
01-01-2023 09:25,54,33,68
01-01-2023 09:26,37,58,52
01-01-2023 09:27,46,71,50
01-01-2023 09:28,24,11,88
01-01-2023 09:29,51,45,81
01-01-2023 09:30,37,44,88
01-01-2023 09:31,35,53,17
01-01-2023 09:32,52,23,76
01-01-2023 09:33,30,12,15
01-01-2023 09:34,48,19,27
01-01-2023 09:35,45,17,63
01-01-2023 09:36,61,58,54
01-01-2023 09:37,36,79,67
01-01-2023 09:38,61,11,51
01-01-2023 09:39,66,73,75
01-01-2023 09:40,41,38,28
01-01-2023 09:41,48,42,37
01-01-2023 09:42,61,72,83
01-01-2023 09:43,21,12,59
01-01-2023 09:44,24,41,80
01-01-2023 09:45,43,41,36
01-01-2023 09:46,36,50,72
01-01-2023 09:47,64,24,47
01-01-2023 09:48,44,43,60
01-01-2023 09:49,53,24,18
01-01-2023 09:50,47,21,77
01-01-2023 09:51,21,54,71
01-01-2023 09:52,63,32,79
01-01-2023 09:53,65,19,68
01-01-2023 09:54,32,74,76
01-01-2023 09:55,43,21,35
01-01-2023 09:56,36,19,34
01-01-2023 09:57,62,55,38
01-01-2023 09:58,50,25,26
01-01-2023 09:59,61,47,89
01-01-2023 10:00,22,61,76
01-01-2023 10:01,65,34,89
01-01-2023 10:02,38,50,29
01-01-2023 10:03,49,73,67
01-01-2023 10:04,29,12,76
01-01-2023 10:05,46,60,76
01-01-2023 10:06,45,71,60
01-01-2023 10:07,59,12,54
01-01-2023 10:08,67,31,63
01-01-2023 10:09,61,19,40
01-01-2023 10:10,42,73,44
01-01-2023 10:11,36,69,20
01-01-2023 10:12,56,34,33
01-01-2023 10:13,68,27,30
01-01-2023 10:14,23,77,44
01-01-2023 10:15,22,31,60
01-01-2023 10:16,67,28,84
01-01-2023 10:17,29,64,42
01-01-2023 10:18,61,65,24
01-01-2023 10:19,57,32,28
01-01-2023 10:20,31,59,59
01-01-2023 10:21,22,56,85
01-01-2023 10:22,50,23,62
01-01-2023 10:23,48,73,85
01-01-2023 10:24,56,16,81
01-01-2023 10:25,34,73,64
01-01-2023 10:26,51,38,39
01-01-2023 10:27,38,59,46
01-01-2023 10:28,21,20,36
01-01-2023 10:29,32,71,73
01-01-2023 10:30,53,76,29
01-01-2023 10:31,41,71,19
01-01-2023 10:32,69,49,41
01-01-2023 10:33,38,70,85
01-01-2023 10:34,26,65,32
01-01-2023 10:35,62,74,46
01-01-2023 10:36,36,14,24
01-01-2023 10:37,65,26,83
01-01-2023 10:38,27,52,46
01-01-2023 10:39,56,51,44
01-01-2023 10:40,21,12,80
01-01-2023 10:41,36,38,27
01-01-2023 10:42,51,69,78
01-01-2023 10:43,24,31,71
01-01-2023 10:44,26,31,76
01-01-2023 10:45,67,12,86
01-01-2023 10:46,44,70,24
01-01-2023 10:47,28,39,34
01-01-2023 10:48,20,45,71
01-01-2023 10:49,24,51,89
01-01-2023 10:50,20,33,23
01-01-2023 10:51,54,28,42
01-01-2023 10:52,60,37,78
01-01-2023 10:53,49,77,73
01-01-2023 10:54,62,16,41
01-01-2023 10:55,39,57,77
01-01-2023 10:56,63,77,88
01-01-2023 10:57,54,61,44
01-01-2023 10:58,63,25,26
01-01-2023 10:59,64,33,39
01-01-2023 11:00,58,70,51
01-01-2023 11:01,47,10,73
01-01-2023 11:02,64,25,57
01-01-2023 11:03,22,54,21
01-01-2023 11:04,21,30,31
01-01-2023 11:05,52,48,51
01-01-2023 11:06,27,72,46
01-01-2023 11:07,68,28,87
01-01-2023 11:08,36,37,44
01-01-2023 11:09,23,37,41
01-01-2023 11:10,50,62,55
01-01-2023 11:11,58,77,76
01-01-2023 11:12,21,78,80
01-01-2023 11:13,36,46,42
01-01-2023 11:14,45,10,72
01-01-2023 11:15,31,21,81
01-01-2023 11:16,22,48,21
01-01-2023 11:17,61,29,63
01-01-2023 11:18,63,27,51
01-01-2023 11:19,45,56,23
01-01-2023 11:20,62,50,23
01-01-2023 11:21,33,66,50
01-01-2023 11:22,69,24,81
01-01-2023 11:23,64,33,64
01-01-2023 11:24,60,48,19
01-01-2023 11:25,61,26,84
01-01-2023 11:26,27,73,24
01-01-2023 11:27,44,64,37
01-01-2023 11:28,36,27,48
01-01-2023 11:29,68,23,70
01-01-2023 11:30,58,45,32
01-01-2023 11:31,65,10,75
01-01-2023 11:32,54,24,84
01-01-2023 11:33,45,75,86
01-01-2023 11:34,55,22,63
01-01-2023 11:35,25,52,68
01-01-2023 11:36,35,36,22
01-01-2023 11:37,51,34,83
01-01-2023 11:38,32,57,39
01-01-2023 11:39,67,63,49
01-01-2023 11:40,66,35,81
01-01-2023 11:41,41,36,57
01-01-2023 11:42,33,54,68
01-01-2023 11:43,31,57,59
01-01-2023 11:44,40,40,31
01-01-2023 11:45,62,18,27
01-01-2023 11:46,21,76,35
01-01-2023 11:47,35,31,74
01-01-2023 11:48,67,43,41
01-01-2023 11:49,48,24,49
01-01-2023 11:50,49,17,73
01-01-2023 11:51,51,17,69
01-01-2023 11:52,39,45,17
01-01-2023 11:53,21,24,28
01-01-2023 11:54,37,30,75
01-01-2023 11:55,39,18,41
01-01-2023 11:56,68,24,89
01-01-2023 11:57,23,37,88
01-01-2023 11:58,62,75,59
01-01-2023 11:59,43,79,64
01-01-2023 12:00,29,13,76
01-01-2023 12:01,50,34,42
01-01-2023 12:02,57,69,60
01-01-2023 12:03,35,69,53
01-01-2023 12:04,31,39,41
01-01-2023 12:05,57,36,41
01-01-2023 12:06,56,79,67
01-01-2023 12:07,26,18,78
01-01-2023 12:08,66,29,68
01-01-2023 12:09,21,15,75
01-01-2023 12:10,32,67,74
01-01-2023 12:11,38,68,37
01-01-2023 12:12,52,26,81
01-01-2023 12:13,46,77,32
01-01-2023 12:14,49,65,62
01-01-2023 12:15,63,15,87
01-01-2023 12:16,44,48,22
01-01-2023 12:17,20,36,22
01-01-2023 12:18,55,19,89
01-01-2023 12:19,69,76,33
01-01-2023 12:20,44,14,76
01-01-2023 12:21,22,20,87
01-01-2023 12:22,56,44,37
01-01-2023 12:23,25,25,69
01-01-2023 12:24,58,43,87
01-01-2023 12:25,69,23,85
01-01-2023 12:26,53,14,70
01-01-2023 12:27,21,36,80
01-01-2023 12:28,39,30,51
01-01-2023 12:29,53,79,86
01-01-2023 12:30,50,62,45
01-01-2023 12:31,59,44,39
01-01-2023 12:32,40,34,64
01-01-2023 12:33,24,62,21
01-01-2023 12:34,44,14,87
01-01-2023 12:35,67,54,37
01-01-2023 12:36,28,24,55
01-01-2023 12:37,34,22,32
01-01-2023 12:38,39,34,59
01-01-2023 12:39,29,77,39
01-01-2023 12:40,45,29,36
01-01-2023 12:41,21,63,63
01-01-2023 12:42,69,53,29
01-01-2023 12:43,40,32,32
01-01-2023 12:44,35,27,48
01-01-2023 12:45,21,54,88
01-01-2023 12:46,47,33,59
01-01-2023 12:47,67,62,67
01-01-2023 12:48,64,52,38
01-01-2023 12:49,47,63,54
01-01-2023 12:50,41,66,61
01-01-2023 12:51,36,60,88
01-01-2023 12:52,59,76,66
01-01-2023 12:53,42,74,82
01-01-2023 12:54,30,27,49
01-01-2023 12:55,53,51,87
01-01-2023 12:56,39,42,68
01-01-2023 12:57,48,55,27
01-01-2023 12:58,32,71,57
01-01-2023 12:59,26,62,50
01-01-2023 13:00,60,64,37
01-01-2023 13:01,31,40,37
01-01-2023 13:02,47,72,78
01-01-2023 13:03,68,10,29
01-01-2023 13:04,66,61,44
01-01-2023 13:05,22,31,22
01-01-2023 13:06,61,14,39
01-01-2023 13:07,22,41,59
01-01-2023 13:08,56,39,40
01-01-2023 13:09,64,58,79
01-01-2023 13:10,58,20,30
01-01-2023 13:11,30,75,42
01-01-2023 13:12,45,38,15
01-01-2023 13:13,32,39,27
01-01-2023 13:14,32,46,43
01-01-2023 13:15,46,48,71
01-01-2023 13:16,57,77,42
01-01-2023 13:17,23,41,17
01-01-2023 13:18,54,10,17
01-01-2023 13:19,22,20,28
01-01-2023 13:20,47,77,39
01-01-2023 13:21,63,22,33
01-01-2023 13:22,29,18,57
01-01-2023 13:23,53,44,65
01-01-2023 13:24,49,34,72
01-01-2023 13:25,68,63,37
01-01-2023 13:26,23,57,55
01-01-2023 13:27,29,71,51
01-01-2023 13:28,51,45,41
01-01-2023 13:29,62,53,23
01-01-2023 13:30,55,74,43
01-01-2023 13:31,60,44,75
01-01-2023 13:32,27,25,74
01-01-2023 13:33,30,26,48
01-01-2023 13:34,41,48,22
01-01-2023 13:35,43,64,50
01-01-2023 13:36,53,57,41
01-01-2023 13:37,25,75,42
01-01-2023 13:38,56,40,64
01-01-2023 13:39,52,47,54
01-01-2023 13:40,38,36,40
01-01-2023 13:41,37,67,68
01-01-2023 13:42,57,18,63
01-01-2023 13:43,40,70,59
01-01-2023 13:44,46,26,28
01-01-2023 13:45,54,55,65
01-01-2023 13:46,58,18,59
01-01-2023 13:47,32,39,18
01-01-2023 13:48,52,76,79
01-01-2023 13:49,43,22,24
01-01-2023 13:50,42,69,69
01-01-2023 13:51,46,53,55
01-01-2023 13:52,68,50,57
01-01-2023 13:53,54,35,24
01-01-2023 13:54,59,75,26
01-01-2023 13:55,46,70,46
01-01-2023 13:56,47,79,41
01-01-2023 13:57,32,71,19
01-01-2023 13:58,59,79,34
01-01-2023 13:59,63,47,18
01-01-2023 14:00,36,39,47
01-01-2023 14:01,36,44,49
01-01-2023 14:02,20,41,25
01-01-2023 14:03,49,52,64
01-01-2023 14:04,41,77,59
01-01-2023 14:05,29,54,53
01-01-2023 14:06,51,70,51
01-01-2023 14:07,36,36,87
01-01-2023 14:08,62,31,36
01-01-2023 14:09,25,76,38
01-01-2023 14:10,57,46,74
01-01-2023 14:11,30,44,78
01-01-2023 14:12,30,41,85
01-01-2023 14:13,59,45,28
01-01-2023 14:14,66,45,64
01-01-2023 14:15,53,41,88
01-01-2023 14:16,43,58,82
01-01-2023 14:17,32,28,35
01-01-2023 14:18,63,56,51
01-01-2023 14:19,68,59,30
01-01-2023 14:20,39,61,79
01-01-2023 14:21,26,36,54
01-01-2023 14:22,50,31,57
01-01-2023 14:23,38,53,19
01-01-2023 14:24,44,47,40
01-01-2023 14:25,25,54,28
01-01-2023 14:26,28,58,87
01-01-2023 14:27,48,37,76
01-01-2023 14:28,47,22,42
01-01-2023 14:29,65,79,81
01-01-2023 14:30,68,44,86
01-01-2023 14:31,53,21,42
01-01-2023 14:32,43,47,21
01-01-2023 14:33,25,51,22
01-01-2023 14:34,65,52,37
01-01-2023 14:35,52,45,26
01-01-2023 14:36,24,61,76
01-01-2023 14:37,48,22,73
01-01-2023 14:38,38,45,63
01-01-2023 14:39,37,34,38
01-01-2023 14:40,27,71,76
01-01-2023 14:41,32,61,28
01-01-2023 14:42,60,57,68
01-01-2023 14:43,39,44,29
01-01-2023 14:44,48,55,73
01-01-2023 14:45,32,74,20
01-01-2023 14:46,30,29,27
01-01-2023 14:47,44,76,68
01-01-2023 14:48,31,36,58
01-01-2023 14:49,48,18,82
01-01-2023 14:50,51,19,73
01-01-2023 14:51,44,35,35
01-01-2023 14:52,64,32,15
01-01-2023 14:53,29,59,80
01-01-2023 14:54,42,35,53
01-01-2023 14:55,60,43,51
01-01-2023 14:56,48,15,37
01-01-2023 14:57,36,19,49
01-01-2023 14:58,36,14,39
01-01-2023 14:59,22,22,15
01-01-2023 15:00,63,66,79
01-01-2023 15:01,55,25,50
01-01-2023 15:02,68,51,68
01-01-2023 15:03,55,58,75
01-01-2023 15:04,57,14,83
01-01-2023 15:05,34,38,37
01-01-2023 15:06,64,11,79
01-01-2023 15:07,69,70,41
01-01-2023 15:08,49,23,27
01-01-2023 15:09,69,50,67
01-01-2023 15:10,56,50,56
01-01-2023 15:11,34,73,41
01-01-2023 15:12,58,12,67
01-01-2023 15:13,29,79,37
01-01-2023 15:14,49,35,78
01-01-2023 15:15,65,74,42
01-01-2023 15:16,49,47,52
01-01-2023 15:17,23,44,78
01-01-2023 15:18,40,51,70
01-01-2023 15:19,28,43,52
01-01-2023 15:20,68,74,37
01-01-2023 15:21,47,36,83
01-01-2023 15:22,59,53,43
01-01-2023 15:23,37,47,49
01-01-2023 15:24,59,74,70
01-01-2023 15:25,36,58,69
01-01-2023 15:26,48,78,66
01-01-2023 15:27,64,17,60
01-01-2023 15:28,55,41,16
01-01-2023 15:29,61,24,65
01-01-2023 15:30,67,72,38
01-01-2023 15:31,52,10,78
01-01-2023 15:32,33,70,86
01-01-2023 15:33,22,43,19
01-01-2023 15:34,56,14,35
01-01-2023 15:35,62,33,17
01-01-2023 15:36,37,40,28
01-01-2023 15:37,25,44,60
01-01-2023 15:38,48,59,38
01-01-2023 15:39,55,19,36
01-01-2023 15:40,26,25,39
01-01-2023 15:41,55,38,53
01-01-2023 15:42,32,75,35
01-01-2023 15:43,44,41,73
01-01-2023 15:44,31,25,81
01-01-2023 15:45,51,63,58
01-01-2023 15:46,44,17,41
01-01-2023 15:47,37,75,71
01-01-2023 15:48,63,28,57
01-01-2023 15:49,21,55,36
01-01-2023 15:50,49,30,43
01-01-2023 15:51,27,16,73
01-01-2023 15:52,66,51,15
01-01-2023 15:53,49,28,69
01-01-2023 15:54,22,73,26
01-01-2023 15:55,49,57,32
01-01-2023 15:56,31,51,32
01-01-2023 15:57,22,69,75
01-01-2023 15:58,59,57,50
01-01-2023 15:59,48,43,71
01-01-2023 16:00,30,15,84
01-01-2023 16:01,25,25,56
01-01-2023 16:02,34,77,68
01-01-2023 16:03,23,39,48
01-01-2023 16:04,67,35,54
01-01-2023 16:05,42,44,16
01-01-2023 16:06,69,25,79
01-01-2023 16:07,52,38,63
01-01-2023 16:08,28,58,89
01-01-2023 16:09,59,17,51
01-01-2023 16:10,39,37,75
01-01-2023 16:11,63,31,80
01-01-2023 16:12,52,63,41
01-01-2023 16:13,50,77,32
01-01-2023 16:14,52,39,35
01-01-2023 16:15,69,27,30
01-01-2023 16:16,24,41,68
01-01-2023 16:17,41,21,87
01-01-2023 16:18,42,65,40
01-01-2023 16:19,22,38,80
01-01-2023 16:20,54,39,61
01-01-2023 16:21,31,71,45
01-01-2023 16:22,47,45,80
01-01-2023 16:23,62,58,53
01-01-2023 16:24,41,63,24
01-01-2023 16:25,49,79,25
01-01-2023 16:26,58,60,58
01-01-2023 16:27,33,47,28
01-01-2023 16:28,42,48,86
01-01-2023 16:29,27,39,59
01-01-2023 16:30,51,42,76
01-01-2023 16:31,63,51,82
01-01-2023 16:32,25,25,61
01-01-2023 16:33,36,17,64
01-01-2023 16:34,52,55,54
01-01-2023 16:35,57,14,22
01-01-2023 16:36,52,42,88
01-01-2023 16:37,48,66,32
01-01-2023 16:38,48,64,55
01-01-2023 16:39,24,13,30
01-01-2023 16:40,27,47,70
01-01-2023 16:41,36,19,87
01-01-2023 16:42,57,12,25
01-01-2023 16:43,61,16,34
01-01-2023 16:44,61,19,37
01-01-2023 16:45,38,62,80
01-01-2023 16:46,43,68,85
01-01-2023 16:47,60,55,66
01-01-2023 16:48,37,38,69
01-01-2023 16:49,29,42,77
01-01-2023 16:50,38,38,46
01-01-2023 16:51,38,27,71
01-01-2023 16:52,60,52,34
01-01-2023 16:53,36,21,88
01-01-2023 16:54,52,75,63
01-01-2023 16:55,48,30,87
01-01-2023 16:56,29,16,34
01-01-2023 16:57,41,19,74
01-01-2023 16:58,51,46,28
01-01-2023 16:59,65,49,49
01-01-2023 17:00,20,47,24
01-01-2023 17:01,27,44,65
01-01-2023 17:02,48,35,37
01-01-2023 17:03,61,71,34
01-01-2023 17:04,45,38,56
01-01-2023 17:05,54,23,53
01-01-2023 17:06,24,76,67
01-01-2023 17:07,25,29,23
01-01-2023 17:08,39,33,40
01-01-2023 17:09,52,53,49
01-01-2023 17:10,55,71,87
01-01-2023 17:11,48,48,65
01-01-2023 17:12,45,56,19
01-01-2023 17:13,29,41,45
01-01-2023 17:14,62,30,74
01-01-2023 17:15,41,70,60
01-01-2023 17:16,38,40,33
01-01-2023 17:17,44,17,70
01-01-2023 17:18,31,16,77
01-01-2023 17:19,28,37,72
01-01-2023 17:20,49,77,81
01-01-2023 17:21,50,39,64
01-01-2023 17:22,43,13,21
01-01-2023 17:23,54,77,54
01-01-2023 17:24,31,61,46
01-01-2023 17:25,45,29,71
01-01-2023 17:26,47,11,74
01-01-2023 17:27,25,29,78
01-01-2023 17:28,43,59,85
01-01-2023 17:29,43,12,35
01-01-2023 17:30,50,36,41
01-01-2023 17:31,64,58,23
01-01-2023 17:32,24,14,60
01-01-2023 17:33,23,49,89
01-01-2023 17:34,57,76,15
01-01-2023 17:35,57,58,33
01-01-2023 17:36,41,33,42
01-01-2023 17:37,49,60,31
01-01-2023 17:38,23,44,41
01-01-2023 17:39,65,54,83
01-01-2023 17:40,34,41,56
01-01-2023 17:41,66,77,23
01-01-2023 17:42,25,50,55
01-01-2023 17:43,45,71,54
01-01-2023 17:44,52,28,50
01-01-2023 17:45,56,19,22
01-01-2023 17:46,64,22,70
01-01-2023 17:47,53,30,77
01-01-2023 17:48,52,27,25
01-01-2023 17:49,52,29,28
01-01-2023 17:50,40,71,84
01-01-2023 17:51,45,34,76
01-01-2023 17:52,40,28,48
01-01-2023 17:53,22,54,30
01-01-2023 17:54,46,44,60
01-01-2023 17:55,28,54,16
01-01-2023 17:56,22,46,63
01-01-2023 17:57,63,26,19
01-01-2023 17:58,44,22,34
01-01-2023 17:59,55,58,70
01-01-2023 18:00,39,64,46
01-01-2023 18:01,20,14,66
01-01-2023 18:02,61,17,44
01-01-2023 18:03,52,21,82
01-01-2023 18:04,37,57,54
01-01-2023 18:05,34,33,43
01-01-2023 18:06,50,78,45
01-01-2023 18:07,35,56,33
01-01-2023 18:08,66,65,30
01-01-2023 18:09,61,66,86
01-01-2023 18:10,42,67,39
01-01-2023 18:11,37,23,25
01-01-2023 18:12,44,27,19
01-01-2023 18:13,54,21,32
01-01-2023 18:14,50,22,59
01-01-2023 18:15,59,22,24
01-01-2023 18:16,68,76,88
01-01-2023 18:17,20,69,44
01-01-2023 18:18,56,69,29
01-01-2023 18:19,40,33,75
01-01-2023 18:20,48,16,74
01-01-2023 18:21,55,22,76
01-01-2023 18:22,67,58,28
01-01-2023 18:23,30,30,78
01-01-2023 18:24,32,57,20
01-01-2023 18:25,48,47,65
01-01-2023 18:26,54,58,82
01-01-2023 18:27,29,52,78
01-01-2023 18:28,46,69,28
01-01-2023 18:29,65,22,23
01-01-2023 18:30,49,17,77
01-01-2023 18:31,20,64,51
01-01-2023 18:32,65,64,37
01-01-2023 18:33,45,38,21
01-01-2023 18:34,28,36,70
01-01-2023 18:35,52,20,17
01-01-2023 18:36,43,45,58
01-01-2023 18:37,38,37,62
01-01-2023 18:38,30,39,17
01-01-2023 18:39,20,65,82
01-01-2023 18:40,36,55,54
01-01-2023 18:41,45,49,65
01-01-2023 18:42,56,74,65
01-01-2023 18:43,41,52,33
01-01-2023 18:44,27,56,24
01-01-2023 18:45,59,59,39
01-01-2023 18:46,34,40,74
01-01-2023 18:47,40,40,56
01-01-2023 18:48,54,54,73
01-01-2023 18:49,36,64,37
01-01-2023 18:50,27,14,16
01-01-2023 18:51,39,24,50
01-01-2023 18:52,29,67,87
01-01-2023 18:53,61,45,70
01-01-2023 18:54,65,75,33
01-01-2023 18:55,54,41,76
01-01-2023 18:56,44,64,81
01-01-2023 18:57,35,59,88
01-01-2023 18:58,49,39,32
01-01-2023 18:59,51,44,25
01-01-2023 19:00,64,32,15
01-01-2023 19:01,34,21,29
01-01-2023 19:02,20,32,71
01-01-2023 19:03,38,18,63
01-01-2023 19:04,24,29,40
01-01-2023 19:05,66,13,41
01-01-2023 19:06,62,74,67
01-01-2023 19:07,27,41,18
01-01-2023 19:08,54,27,89
01-01-2023 19:09,31,13,15
01-01-2023 19:10,39,22,66
01-01-2023 19:11,25,39,25
01-01-2023 19:12,22,52,22
01-01-2023 19:13,43,70,25
01-01-2023 19:14,27,74,21
01-01-2023 19:15,46,20,17
01-01-2023 19:16,52,69,63
01-01-2023 19:17,35,42,65
01-01-2023 19:18,52,74,61
01-01-2023 19:19,46,53,89
01-01-2023 19:20,53,45,67
01-01-2023 19:21,29,77,76
01-01-2023 19:22,51,12,17
01-01-2023 19:23,49,44,39
01-01-2023 19:24,67,14,56
01-01-2023 19:25,32,68,73
01-01-2023 19:26,29,67,84
01-01-2023 19:27,46,41,87
